,global_step,loss,not_all_accuracy,not_only_accuracy,total_accuracy
0,1,0.7053390145301819,0.7248230576515198,0.4826732575893402,0.6043775677680969
1,51,0.7021771669387817,0.7672836184501648,0.4826732575893402,0.6257181763648987
2,101,0.6986565589904785,0.6379967331886292,0.4826732575893402,0.560738742351532
3,151,0.695512056350708,0.5051714777946472,0.4826732575893402,0.49398085474967957
4,201,0.6931321620941162,0.5016331076622009,0.4826732575893402,0.4922024607658386
5,251,0.6907334923744202,0.5005443692207336,0.4826732575893402,0.49165526032447815
6,301,0.6887739896774292,0.5013608932495117,0.4826732575893402,0.4920656681060791
7,351,0.6849334239959717,0.5005443692207336,0.48184818029403687,0.4912448823451996
8,401,0.6815255284309387,0.5005443692207336,0.47937294840812683,0.4900136888027191
9,451,0.6769416332244873,0.5005443692207336,0.5085258483886719,0.5045143365859985
10,501,0.6725431084632874,0.5005443692207336,0.5643564462661743,0.5322845578193665
11,551,0.6655924320220947,0.5005443692207336,0.6537403464317322,0.5767441987991333
12,601,0.659750759601593,0.5122482180595398,0.6650164723396301,0.5882353186607361
13,651,0.650505006313324,0.529940128326416,0.6661165952682495,0.5976744294166565
14,701,0.6404983401298523,0.5819270610809326,0.682618260383606,0.6320109367370605
15,751,0.627754807472229,0.6156777143478394,0.6804180145263672,0.6478796005249023
16,801,0.6132112741470337,0.7169297933578491,0.7018702030181885,0.7094390988349915
17,851,0.5988917946815491,0.8342406153678894,0.7277227640151978,0.7812585234642029
18,901,0.5797582268714905,0.8454000949859619,0.7310230731964111,0.7885088920593262
19,951,0.5610615015029907,0.8628197908401489,0.7376237511634827,0.800547182559967
20,1001,0.5417772531509399,0.8731627464294434,0.7469747066497803,0.8103967308998108
21,1051,0.5271790027618408,0.8875884413719177,0.7450494766235352,0.8166894912719727
22,1101,0.5084139108657837,0.8698965907096863,0.7585258483886719,0.8145006895065308
23,1151,0.49382999539375305,0.8826891779899597,0.7516501545906067,0.8175102472305298
24,1201,0.4793365001678467,0.8851388096809387,0.7615511417388916,0.8236662149429321
25,1251,0.46223676204681396,0.8845944404602051,0.7720022201538086,0.828590989112854
26,1301,0.449569433927536,0.8875884413719177,0.7764026522636414,0.8322845697402954
27,1351,0.43740490078926086,0.8848666548728943,0.7794279456138611,0.8324213624000549
28,1401,0.4255894124507904,0.8954817652702332,0.7871286869049072,0.8415868878364563
29,1451,0.4162663221359253,0.8938486576080322,0.7920792102813721,0.8432284593582153
30,1501,0.40387266874313354,0.8990201354026794,0.8036303520202637,0.8515731692314148
31,1551,0.3984280824661255,0.8946652412414551,0.7962046265602112,0.8456908464431763
32,1601,0.38215962052345276,0.8973870277404785,0.8182068467140198,0.8580027222633362
33,1651,0.37348681688308716,0.9047359824180603,0.8135313391685486,0.8593707084655762
34,1701,0.36377468705177307,0.9088187217712402,0.8292078971862793,0.8692202568054199
35,1751,0.3582932949066162,0.9017419815063477,0.8215071558952332,0.8618330955505371
36,1801,0.3440698981285095,0.9167120456695557,0.8360835909843445,0.876607358455658
37,1851,0.3353078067302704,0.9199782013893127,0.8371837139129639,0.8787961602210999
38,1901,0.32625502347946167,0.9205225706100464,0.8457095623016357,0.8833105564117432
39,1951,0.3180665075778961,0.9243331551551819,0.8498349785804749,0.8872777223587036
40,2001,0.3133953809738159,0.9267827868461609,0.8424092531204224,0.8848153352737427
41,2051,0.3078681230545044,0.9289602637290955,0.8503850102424622,0.8898769021034241
42,2101,0.29985448718070984,0.9243331551551819,0.8545104265213013,0.8896032571792603
43,2151,0.2902314364910126,0.932770848274231,0.8671616911888123,0.9001368284225464
44,2201,0.28463760018348694,0.9379423260688782,0.8737623691558838,0.9060191512107849
45,2251,0.28513845801353455,0.9382144808769226,0.8729373216629028,0.9057455658912659
46,2301,0.27842119336128235,0.9371257424354553,0.8616611957550049,0.8995895981788635
