,global_step,loss,not_all_accuracy,not_only_accuracy,total_accuracy
0,1,0.7014634609222412,0.4966515004634857,0.4828249514102936,0.48982638120651245
1,51,0.6989820003509521,0.4966515004634857,0.5507007241249084,0.5233315229415894
2,101,0.696723222732544,0.4966515004634857,0.6683154702186584,0.5813890099525452
3,151,0.6943721175193787,0.4966515004634857,0.7015663385391235,0.5978025197982788
4,201,0.6916325688362122,0.4966515004634857,0.6677658557891846,0.5811177492141724
5,251,0.6891429424285889,0.4966515004634857,0.6534762382507324,0.5740640163421631
6,301,0.6867634057998657,0.4966515004634857,0.6740862727165222,0.5842376351356506
7,351,0.6831789016723633,0.4958478510379791,0.6073096990585327,0.5508681535720825
8,401,0.6783480644226074,0.5028127431869507,0.5410827398300171,0.5217037200927734
9,451,0.6746275424957275,0.5143316388130188,0.5831272602081299,0.5482908487319946
10,501,0.668495774269104,0.596571147441864,0.5479527115821838,0.572571873664856
11,551,0.6613475680351257,0.6544334292411804,0.5287166833877563,0.5923765301704407
12,601,0.6533108353614807,0.6707741618156433,0.5561967492103577,0.6142159700393677
13,651,0.6436517834663391,0.6659523248672485,0.5416322946548462,0.6045849323272705
14,701,0.6328306794166565,0.6753281354904175,0.6139048933982849,0.6450081467628479
15,751,0.61972576379776,0.6731851100921631,0.66749107837677,0.6703743934631348
16,801,0.6055424809455872,0.6729172468185425,0.7089859843254089,0.6907216310501099
17,851,0.5901827216148376,0.707473874092102,0.8106622695922852,0.7584102153778076
18,901,0.5720001459121704,0.7106884717941284,0.8384171724319458,0.773738443851471
19,951,0.5548251271247864,0.7275649905204773,0.8540807962417603,0.7900162935256958
20,1001,0.5395034551620483,0.7189927697181702,0.8554548025131226,0.7863537669181824
21,1051,0.5201330780982971,0.7401553988456726,0.8604012131690979,0.7995116710662842
22,1101,0.5102482438087463,0.7471202611923218,0.8386919498443604,0.7923222780227661
23,1151,0.48958587646484375,0.7548888325691223,0.8716680407524109,0.8125339150428772
24,1201,0.4753366708755493,0.7583712935447693,0.8738664388656616,0.8153825402259827
25,1251,0.46122267842292786,0.7605143189430237,0.8623248338699341,0.8107705116271973
26,1301,0.4464876651763916,0.76372891664505,0.8782632350921631,0.8202658891677856
27,1351,0.43331271409988403,0.7763193249702454,0.8821104764938354,0.8285404443740845
28,1401,0.4276147782802582,0.7773908376693726,0.8551799654960632,0.8157894611358643
29,1451,0.4064033329486847,0.7827484607696533,0.888980507850647,0.8351871967315674
30,1501,0.39461541175842285,0.7918564081192017,0.893652081489563,0.8421052694320679
31,1551,0.38843783736228943,0.8036431670188904,0.8807364702224731,0.8416982889175415
32,1601,0.3711656332015991,0.8127511143684387,0.8985984921455383,0.8551275134086609
33,1651,0.35813650488853455,0.8116796016693115,0.9076669216156006,0.8590613007545471
34,1701,0.3464559316635132,0.8215911984443665,0.9104149341583252,0.8654367923736572
35,1751,0.33450400829315186,0.8317707180976868,0.9153613448143005,0.8730331063270569
36,1801,0.3228195309638977,0.8459683656692505,0.916185736656189,0.8806294202804565
37,1851,0.3164549469947815,0.8513259887695312,0.9046441316604614,0.8776451349258423
38,1901,0.31209054589271545,0.8574872612953186,0.8969497084617615,0.8769668936729431
39,1951,0.29470738768577576,0.8604339957237244,0.9178345799446106,0.8887683153152466
40,2001,0.28305327892303467,0.8762389421463013,0.9304754137992859,0.9030113816261292
41,2051,0.27664268016815186,0.8842753767967224,0.9252541661262512,0.9045035243034363
42,2101,0.26799532771110535,0.88802570104599,0.929925799369812,0.9087086319923401
43,2151,0.263118714094162,0.8917760252952576,0.9293761849403381,0.910336434841156
44,2201,0.25750476121902466,0.8899008631706238,0.9230557680130005,0.9062669277191162
45,2251,0.2471419721841812,0.8901687860488892,0.9422918558120728,0.9158979654312134
46,2301,0.24033673107624054,0.8941869735717773,0.9365209937095642,0.9150841236114502
47,2351,0.23171468079090118,0.9035628437995911,0.9384446144104004,0.9207813143730164
48,2401,0.23484714329242706,0.9132065176963806,0.9444902539253235,0.9286489486694336
49,2451,0.2209438681602478,0.9153496026992798,0.9354218244552612,0.9252577424049377
50,2501,0.2135206013917923,0.9150816798210144,0.9403682351112366,0.9275637269020081
51,2551,0.20941944420337677,0.9185641407966614,0.9508106708526611,0.9344817996025085
52,2601,0.2074364274740219,0.9217787384986877,0.9351470470428467,0.928377628326416
53,2651,0.2019442766904831,0.9327618479728699,0.9444902539253235,0.9385512471199036
54,2701,0.1966014951467514,0.9338333606719971,0.947787880897522,0.9407216310501099
55,2751,0.19630911946296692,0.9370479583740234,0.9417422413825989,0.9393651485443115
56,2801,0.1889055222272873,0.9290115237236023,0.9486122727394104,0.9386869072914124
57,2851,0.18671202659606934,0.93785160779953,0.9464138746261597,0.9420781135559082
58,2901,0.18198922276496887,0.940262496471405,0.952459454536438,0.946283221244812
59,2951,0.17956875264644623,0.9421377182006836,0.956031858921051,0.9489961862564087
60,3001,0.17772579193115234,0.9461559057235718,0.954932689666748,0.9504883289337158
61,3051,0.1758371889591217,0.9341012835502625,0.9538334608078003,0.9438415765762329
62,3101,0.17906461656093597,0.947227418422699,0.9532838463783264,0.9502170085906982
63,3151,0.16917188465595245,0.941334068775177,0.948887050151825,0.9450623989105225
64,3201,0.1702161729335785,0.9469595551490784,0.9554823040962219,0.951166570186615
65,3251,0.16453945636749268,0.940798282623291,0.9532838463783264,0.9469614624977112
66,3301,0.16420114040374756,0.9485668540000916,0.9579554796218872,0.9532012939453125
67,3351,0.16651222109794617,0.9349048733711243,0.9483374357223511,0.9415355324745178
68,3401,0.1604362577199936,0.9429413080215454,0.9491618871688843,0.9460119605064392
69,3451,0.15461421012878418,0.947227418422699,0.9538334608078003,0.9504883289337158
70,3501,0.16030944883823395,0.9453522562980652,0.9453146457672119,0.94533371925354
71,3551,0.1561504304409027,0.9493705034255981,0.9486122727394104,0.9489961862564087
72,3601,0.14991790056228638,0.9568711519241333,0.9552074670791626,0.956049919128418
73,3651,0.14671465754508972,0.9563353657722473,0.9571310877799988,0.9567281603813171
74,3701,0.15127353370189667,0.9469595551490784,0.9510854482650757,0.9489961862564087
75,3751,0.14313799142837524,0.9528529047966003,0.9585050940513611,0.9556429982185364
76,3801,0.14510492980480194,0.9488347172737122,0.9620774984359741,0.9553716778755188
77,3851,0.14255477488040924,0.9592821002006531,0.9552074670791626,0.9572707414627075
78,3901,0.1381896734237671,0.9592821002006531,0.9631766676902771,0.9612045288085938
79,3951,0.13731792569160461,0.9568711519241333,0.9623522758483887,0.9595767855644226
80,4001,0.13628950715065002,0.9587463140487671,0.9640011191368103,0.9613401889801025
81,4051,0.13444040715694427,0.9600857496261597,0.9634515047073364,0.9617471694946289
82,4101,0.134065642952919,0.9590141773223877,0.9612531065940857,0.960119366645813
83,4151,0.1314113289117813,0.9611572623252869,0.9642758965492249,0.9626966714859009
84,4201,0.13210183382034302,0.9555317163467407,0.9629018902778625,0.9591698050498962
