,first_3_accuracy,global_step,loss,total_accuracy
0,0.5019758939743042,1,0.7071815133094788,0.5019758939743042
1,0.5019758939743042,51,0.701736569404602,0.5019758939743042
2,0.5019758939743042,101,0.6982043385505676,0.5019758939743042
3,0.5019288659095764,151,0.6961900591850281,0.5019288659095764
4,0.5022111535072327,201,0.6943514943122864,0.5022111535072327
5,0.5023052096366882,251,0.6932702660560608,0.5023052096366882
6,0.5063040852546692,301,0.6909725069999695,0.5063040852546692
7,0.5256868600845337,351,0.6889193654060364,0.5256868600845337
8,0.5570662617683411,401,0.6868211627006531,0.5570662617683411
9,0.5872694849967957,451,0.6840056777000427,0.5872694849967957
10,0.6502634286880493,501,0.6802759766578674,0.6502634286880493
11,0.6875705718994141,551,0.6749807000160217,0.6875705718994141
12,0.7109992504119873,601,0.6667560338973999,0.7109992504119873
13,0.7514113783836365,651,0.6534285545349121,0.7514113783836365
14,0.7799680233001709,701,0.6330053806304932,0.7799680233001709
15,0.8063605427742004,751,0.5980244278907776,0.8063605427742004
16,0.8304949402809143,801,0.54470294713974,0.8304949402809143
17,0.8603218197822571,851,0.47307711839675903,0.8603218197822571
18,0.8688840866088867,901,0.4058923125267029,0.8688840866088867
19,0.8826213479042053,951,0.3539108633995056,0.8826213479042053
20,0.8960763812065125,1001,0.319342702627182,0.8960763812065125
21,0.9063794016838074,1051,0.29061126708984375,0.9063794016838074
22,0.9118837118148804,1101,0.2715669870376587,0.9118837118148804
23,0.9186582565307617,1151,0.2580872178077698,0.9186582565307617
24,0.9159296154975891,1201,0.248810812830925,0.9159296154975891
25,0.9205400943756104,1251,0.2379993498325348,0.9205400943756104
26,0.9160707592964172,1301,0.23961389064788818,0.9160707592964172
27,0.9272205233573914,1351,0.22401772439479828,0.9272205233573914
28,0.927408754825592,1401,0.21792133152484894,0.927408754825592
29,0.9306078553199768,1451,0.21132902801036835,0.9306078553199768
30,0.9262796640396118,1501,0.21297429502010345,0.9262796640396118
31,0.9332894086837769,1551,0.20736542344093323,0.9332894086837769
32,0.9340421557426453,1601,0.20146900415420532,0.9340421557426453
33,0.9362533092498779,1651,0.20149843394756317,0.9362533092498779
34,0.9312664866447449,1701,0.20069476962089539,0.9312664866447449
35,0.9387937784194946,1751,0.19632326066493988,0.9387937784194946
36,0.9390760064125061,1801,0.1893904060125351,0.9390760064125061
37,0.940393328666687,1851,0.186187282204628,0.940393328666687
38,0.938934862613678,1901,0.18695026636123657,0.938934862613678
39,0.9388408064842224,1951,0.18604892492294312,0.9388408064842224
40,0.941898763179779,2001,0.18234029412269592,0.941898763179779
41,0.9425103664398193,2051,0.18110626935958862,0.9425103664398193
42,0.9402521848678589,2101,0.18126095831394196,0.9402521848678589
43,0.9345596432685852,2151,0.19993856549263,0.9345596432685852
44,0.9442980885505676,2201,0.17590230703353882,0.9442980885505676
45,0.942745566368103,2251,0.17640650272369385,0.942745566368103
46,0.9385114908218384,2301,0.1829179972410202,0.9385114908218384
47,0.9448155760765076,2351,0.17740507423877716,0.9448155760765076
48,0.9444862604141235,2401,0.17345789074897766,0.9444862604141235
49,0.9409578442573547,2451,0.17669886350631714,0.9409578442573547
50,0.9459916949272156,2501,0.169438436627388,0.9459916949272156
51,0.9465562701225281,2551,0.16782106459140778,0.9465562701225281
52,0.9464621543884277,2601,0.1696406900882721,0.9464621543884277
53,0.9473090171813965,2651,0.16463224589824677,0.9473090171813965
54,0.9447685480117798,2701,0.16788873076438904,0.9447685480117798
55,0.9482028484344482,2751,0.16203171014785767,0.9482028484344482
56,0.9423692226409912,2801,0.17926563322544098,0.9423692226409912
57,0.9484851360321045,2851,0.15958726406097412,0.9484851360321045
58,0.9410519599914551,2901,0.17739182710647583,0.9410519599914551
59,0.9480617046356201,2951,0.1582551747560501,0.9480617046356201
60,0.9485321640968323,3001,0.1568261981010437,0.9485321640968323
61,0.9473560452461243,3051,0.16008919477462769,0.9473560452461243
62,0.9489085674285889,3101,0.1548667997121811,0.9489085674285889
63,0.9466032981872559,3151,0.15895356237888336,0.9466032981872559
64,0.9489085674285889,3201,0.15538284182548523,0.9489085674285889
65,0.9493319392204285,3251,0.15416903793811798,0.9493319392204285
66,0.9476853609085083,3301,0.15547963976860046,0.9476853609085083
67,0.9479676485061646,3351,0.15460966527462006,0.9479676485061646
68,0.9521076679229736,3401,0.1477946639060974,0.9521076679229736
69,0.951731264591217,3451,0.14711928367614746,0.951731264591217
70,0.9521076679229736,3501,0.1463146209716797,0.9521076679229736
71,0.9501317143440247,3551,0.15092769265174866,0.9501317143440247
72,0.952578067779541,3601,0.14523226022720337,0.952578067779541
73,0.951919436454773,3651,0.14898289740085602,0.951919436454773
74,0.9531896710395813,3701,0.14182738959789276,0.9531896710395813
75,0.9538483023643494,3751,0.14052826166152954,0.9538483023643494
76,0.9536601305007935,3801,0.13933934271335602,0.9536601305007935
77,0.9490026235580444,3851,0.14844439923763275,0.9490026235580444
78,0.95403653383255,3901,0.13795052468776703,0.95403653383255
79,0.9509314894676208,3951,0.14411772787570953,0.9509314894676208
80,0.9482969641685486,4001,0.14969027042388916,0.9482969641685486
81,0.9552126526832581,4051,0.1347169131040573,0.9552126526832581
82,0.955400824546814,4101,0.1336328536272049,0.955400824546814
83,0.9561064839363098,4151,0.13408413529396057,0.9561064839363098
84,0.9535660743713379,4201,0.13483145833015442,0.9535660743713379
85,0.9515901207923889,4251,0.13943181931972504,0.9515901207923889
86,0.9561535716056824,4301,0.12906283140182495,0.9561535716056824
87,0.9551656246185303,4351,0.12914711236953735,0.9551656246185303
88,0.9564358592033386,4401,0.12915284931659698,0.9564358592033386
89,0.956576943397522,4451,0.12800294160842896,0.956576943397522
90,0.9562476277351379,4501,0.12647955119609833,0.9562476277351379
91,0.9567651748657227,4551,0.12509405612945557,0.9567651748657227
92,0.9538012742996216,4601,0.1299690157175064,0.9538012742996216
93,0.9575178623199463,4651,0.1222703605890274,0.9575178623199463
94,0.9558712840080261,4701,0.1254427134990692,0.9558712840080261
95,0.9599642157554626,4751,0.1225145235657692,0.9599642157554626
96,0.9597760438919067,4801,0.11875975131988525,0.9597760438919067
97,0.9616108536720276,4851,0.12050517648458481,0.9616108536720276
98,0.960716962814331,4901,0.11668679118156433,0.960716962814331
99,0.9582706093788147,4951,0.11927447468042374,0.9582706093788147
100,0.9621753692626953,5001,0.11835159361362457,0.9621753692626953
101,0.9576590061187744,5051,0.11766666173934937,0.9576590061187744
102,0.958552896976471,5101,0.11565306782722473,0.958552896976471
103,0.9630222320556641,5151,0.11457231640815735,0.9630222320556641
104,0.9627869725227356,5201,0.11376799643039703,0.9627869725227356
105,0.9639160633087158,5251,0.11078400909900665,0.9639160633087158
106,0.9641042351722717,5301,0.11021678894758224,0.9641042351722717
107,0.9646688103675842,5351,0.10767672210931778,0.9646688103675842
108,0.9654685854911804,5401,0.1076577678322792,0.9654685854911804
109,0.9661272168159485,5451,0.107795849442482,0.9661272168159485
110,0.9657979011535645,5501,0.1052272692322731,0.9657979011535645
111,0.9653744697570801,5551,0.10890310257673264,0.9653744697570801
112,0.9627399444580078,5601,0.10469046235084534,0.9627399444580078
113,0.9665035605430603,5651,0.10059433430433273,0.9665035605430603
114,0.9668328762054443,5701,0.09947963804006577,0.9668328762054443
115,0.9642924070358276,5751,0.10125871002674103,0.9642924070358276
