,NN-based_accuracy,global_step,loss,total_accuracy
0,0.49994316697120667,1,0.7065291404724121,0.49994316697120667
1,0.4981241822242737,51,0.693146288394928,0.4981241822242737
2,0.5682687759399414,101,0.68448805809021,0.5682687759399414
3,0.6822206974029541,151,0.6761341094970703,0.6822206974029541
4,0.6952946186065674,201,0.6693680882453918,0.6952946186065674
5,0.7558390498161316,251,0.6571780443191528,0.7558390498161316
6,0.7118802666664124,301,0.6439796686172485,0.7118802666664124
7,0.7630518674850464,351,0.6256939172744751,0.7630518674850464
8,0.7639487385749817,401,0.6013999581336975,0.7639487385749817
9,0.858169674873352,451,0.5680062174797058,0.858169674873352
10,0.8804395794868469,501,0.5250445008277893,0.8804395794868469
11,0.8811216950416565,551,0.4782991409301758,0.8811216950416565
12,0.8954840898513794,601,0.42793428897857666,0.8954840898513794
13,0.8975431323051453,651,0.39023733139038086,0.8975431323051453
14,0.8807932734489441,701,0.3678765296936035,0.8807932734489441
15,0.9104149341583252,751,0.3329268991947174,0.9104149341583252
16,0.908924400806427,801,0.32254302501678467,0.908924400806427
17,0.9114002585411072,851,0.3057152032852173,0.9114002585411072
18,0.9025074243545532,901,0.29388973116874695,0.9025074243545532
19,0.9077749252319336,951,0.2833665907382965,0.9077749252319336
20,0.908924400806427,1001,0.2794152796268463,0.908924400806427
21,0.9114633798599243,1051,0.2714928090572357,0.9114633798599243
22,0.9192193746566772,1101,0.2667666971683502,0.9192193746566772
23,0.9173498153686523,1151,0.2562567889690399,0.9173498153686523
24,0.9173246026039124,1201,0.251825749874115,0.9173246026039124
25,0.919775128364563,1251,0.2627735137939453,0.919775128364563
26,0.9223141670227051,1301,0.24028272926807404,0.9223141670227051
27,0.9264068603515625,1351,0.23898521065711975,0.9264068603515625
28,0.9239815473556519,1401,0.23006685078144073,0.9239815473556519
29,0.9279984831809998,1451,0.22466310858726501,0.9279984831809998
30,0.9292490482330322,1501,0.2212221771478653,0.9292490482330322
31,0.930284857749939,1551,0.22266827523708344,0.930284857749939
32,0.9298806190490723,1601,0.22777648270130157,0.9298806190490723
33,0.9316617250442505,1651,0.2083452045917511,0.9316617250442505
34,0.9335691332817078,1701,0.21384477615356445,0.9335691332817078
35,0.9298553466796875,1751,0.20248021185398102,0.9298553466796875
36,0.9370049834251404,1801,0.19988061487674713,0.9370049834251404
37,0.938482940196991,1851,0.20257702469825745,0.938482940196991
38,0.9398345351219177,1901,0.1883159875869751,0.9398345351219177
39,0.942436695098877,1951,0.1852225363254547,0.942436695098877
40,0.9435356259346008,2001,0.184296116232872,0.9435356259346008
41,0.9408324360847473,2051,0.18045668303966522,0.9408324360847473
42,0.9455441236495972,2101,0.1821368783712387,0.9455441236495972
43,0.9462515115737915,2151,0.172236368060112,0.9462515115737915
44,0.9466431140899658,2201,0.16930438578128815,0.9466431140899658
45,0.9477925896644592,2251,0.16716279089450836,0.9477925896644592
46,0.9501799941062927,2301,0.1628951132297516,0.9501799941062927
47,0.953097939491272,2351,0.15906710922718048,0.953097939491272
48,0.9449377655982971,2401,0.16391442716121674,0.9449377655982971
49,0.9549548625946045,2451,0.15340225398540497,0.9549548625946045
50,0.9578601717948914,2501,0.15007132291793823,0.9578601717948914
51,0.9586938619613647,2551,0.15148521959781647,0.9586938619613647
52,0.9579485654830933,2601,0.15147186815738678,0.9579485654830933
53,0.9612454771995544,2651,0.14329391717910767,0.9612454771995544
54,0.9617886543273926,2701,0.14054937660694122,0.9617886543273926
55,0.9635697603225708,2751,0.14067338407039642,0.9635697603225708
56,0.9579485654830933,2801,0.1387278139591217,0.9579485654830933
57,0.9646434783935547,2851,0.13487716019153595,0.9646434783935547
58,0.9636960625648499,2901,0.13244673609733582,0.9636960625648499
59,0.9595022797584534,2951,0.1333296149969101,0.9595022797584534
60,0.965666651725769,3001,0.13415327668190002,0.965666651725769
61,0.9683319926261902,3051,0.1268894076347351,0.9683319926261902
62,0.9512789845466614,3101,0.136606365442276,0.9512789845466614
63,0.968799352645874,3151,0.1228945404291153,0.968799352645874
64,0.9656287431716919,3201,0.12145522981882095,0.9656287431716919
65,0.9686351418495178,3251,0.1191757470369339,0.9686351418495178
66,0.9637718796730042,3301,0.12027867138385773,0.9637718796730042
67,0.9633929133415222,3351,0.12029558420181274,0.9633929133415222
68,0.9693930149078369,3401,0.11806700378656387,0.9693930149078369
69,0.9693678021430969,3451,0.11383995413780212,0.9693678021430969
70,0.9717552065849304,3501,0.11187209188938141,0.9717552065849304
71,0.9713383316993713,3551,0.11415378004312515,0.9713383316993713
72,0.9682182669639587,3601,0.11056112498044968,0.9682182669639587
73,0.9596160054206848,3651,0.11772788316011429,0.9596160054206848
74,0.9726141691207886,3701,0.11250118166208267,0.9726141691207886
75,0.9745721220970154,3751,0.10787884891033173,0.9745721220970154
76,0.9748373627662659,3801,0.10687161982059479,0.9748373627662659
77,0.9663487672805786,3851,0.1240069568157196,0.9663487672805786
78,0.9665003418922424,3901,0.10456967353820801,0.9665003418922424
79,0.9624707698822021,3951,0.10779323428869247,0.9624707698822021
80,0.9746984243392944,4001,0.09865443408489227,0.9746984243392944
81,0.9759742021560669,4051,0.09820759296417236,0.9759742021560669
82,0.9754689335823059,4101,0.09741757810115814,0.9754689335823059
83,0.9763784408569336,4151,0.09919529408216476,0.9763784408569336
84,0.9770605564117432,4201,0.09581703692674637,0.9770605564117432
85,0.976201593875885,4251,0.09385296702384949,0.976201593875885
86,0.9744079113006592,4301,0.09399322420358658,0.9744079113006592
87,0.978323757648468,4351,0.09348919242620468,0.978323757648468
88,0.9753299951553345,4401,0.09111037105321884,0.9753299951553345
89,0.9774395227432251,4451,0.08940327912569046,0.9774395227432251
90,0.9595528244972229,4501,0.10530468076467514,0.9595528244972229
91,0.975885808467865,4551,0.08822457492351532,0.975885808467865
92,0.9784500598907471,4601,0.08970385789871216,0.9784500598907471
93,0.9739025831222534,4651,0.08780409395694733,0.9739025831222534
94,0.9777048230171204,4701,0.08525723963975906,0.9777048230171204
95,0.9786521792411804,4751,0.08511509746313095,0.9786521792411804
96,0.9777300357818604,4801,0.08380845934152603,0.9777300357818604
97,0.9774900674819946,4851,0.08335593342781067,0.9774900674819946
98,0.9730562567710876,4901,0.08554887771606445,0.9730562567710876
99,0.9769342541694641,4951,0.08218318223953247,0.9769342541694641
100,0.9781721830368042,5001,0.0836717039346695,0.9781721830368042
101,0.9781090021133423,5051,0.07996336370706558,0.9781090021133423
102,0.9782100915908813,5101,0.07907415181398392,0.9782100915908813
103,0.9692919850349426,5151,0.08687470853328705,0.9692919850349426
104,0.9803701043128967,5201,0.07720267027616501,0.9803701043128967
105,0.9806480407714844,5251,0.07687678188085556,0.9806480407714844
106,0.9800416827201843,5301,0.07576350122690201,0.9800416827201843
107,0.9742436408996582,5351,0.0938454270362854,0.9742436408996582
108,0.9791953563690186,5401,0.07497397065162659,0.9791953563690186
109,0.9781721830368042,5451,0.07478582113981247,0.9781721830368042
110,0.9819111824035645,5501,0.07472319900989532,0.9819111824035645
111,0.9811154007911682,5551,0.07290396839380264,0.9811154007911682
112,0.9813175201416016,5601,0.07243118435144424,0.9813175201416016
113,0.9799280166625977,5651,0.07963278144598007,0.9799280166625977
114,0.9803321957588196,5701,0.0710396096110344,0.9803321957588196
115,0.9819111824035645,5751,0.07013383507728577,0.9819111824035645
116,0.9827448725700378,5801,0.07062769681215286,0.9827448725700378
117,0.9830480813980103,5851,0.06979802250862122,0.9830480813980103
118,0.9790564179420471,5901,0.07047087699174881,0.9790564179420471
119,0.9735110402107239,5951,0.07509031146764755,0.9735110402107239
120,0.9790943264961243,6001,0.0692981630563736,0.9790943264961243
121,0.9812164306640625,6051,0.06699825078248978,0.9812164306640625
122,0.9821006655693054,6101,0.06621173024177551,0.9821006655693054
123,0.983073353767395,6151,0.0675479993224144,0.983073353767395
124,0.9624960422515869,6201,0.08806581050157547,0.9624960422515869
125,0.9832122921943665,6251,0.06484523415565491,0.9832122921943665
126,0.9831996560096741,6301,0.06595901399850845,0.9831996560096741
127,0.9713762402534485,6351,0.07379972189664841,0.9713762402534485
128,0.9789048433303833,6401,0.06625837832689285,0.9789048433303833
129,0.9779574275016785,6451,0.06662037968635559,0.9779574275016785
130,0.9746731519699097,6501,0.06950196623802185,0.9746731519699097
131,0.9845386147499084,6551,0.06484588980674744,0.9845386147499084
132,0.982782781124115,6601,0.06192302331328392,0.982782781124115
133,0.9851323366165161,6651,0.06318742781877518,0.9851323366165161
134,0.9810522198677063,6701,0.06237073615193367,0.9810522198677063
135,0.9835028052330017,6751,0.060110121965408325,0.9835028052330017
136,0.9854354858398438,6801,0.059716276824474335,0.9854354858398438
137,0.9821259379386902,6851,0.06054968759417534,0.9821259379386902
138,0.982972264289856,6901,0.05934162437915802,0.982972264289856
139,0.9722857475280762,6951,0.07010975480079651,0.9722857475280762
140,0.9839449524879456,7001,0.057816021144390106,0.9839449524879456
141,0.9854733943939209,7051,0.06050828471779823,0.9854733943939209
142,0.9856755137443542,7101,0.05925057455897331,0.9856755137443542
143,0.981140673160553,7151,0.059205636382102966,0.981140673160553
144,0.9834775328636169,7201,0.056974370032548904,0.9834775328636169
145,0.975191056728363,7251,0.06509975343942642,0.975191056728363
146,0.9853218197822571,7301,0.05549906566739082,0.9853218197822571
147,0.9861807823181152,7351,0.0550396703183651,0.9861807823181152
148,0.9797764420509338,7401,0.05931808799505234,0.9797764420509338
149,0.9773889780044556,7451,0.061885252594947815,0.9773889780044556
150,0.9833638668060303,7501,0.055381741374731064,0.9833638668060303
151,0.9850565195083618,7551,0.05392454192042351,0.9850565195083618
152,0.9865723252296448,7601,0.05358872190117836,0.9865723252296448
153,0.9848670363426208,7651,0.058827657252550125,0.9848670363426208
154,0.9814311861991882,7701,0.05660361051559448,0.9814311861991882
155,0.9776290059089661,7751,0.059953805059194565,0.9776290059089661
156,0.9835533499717712,7801,0.05350939929485321,0.9835533499717712
157,0.9874187111854553,7851,0.05172546207904816,0.9874187111854553
158,0.9874312877655029,7901,0.05137690156698227,0.9874312877655029
159,0.9873934388160706,7951,0.05377240106463432,0.9873934388160706
160,0.9754815697669983,8001,0.06425991654396057,0.9754815697669983
161,0.9871534109115601,8051,0.053266823291778564,0.9871534109115601
162,0.9817343354225159,8101,0.05478019639849663,0.9817343354225159
163,0.9879491925239563,8151,0.05216598138213158,0.9879491925239563
164,0.9851701855659485,8201,0.049902044236660004,0.9851701855659485
165,0.9873176217079163,8251,0.04922577738761902,0.9873176217079163
166,0.9872797131538391,8301,0.04879098758101463,0.9872797131538391
167,0.9849933385848999,8351,0.04927268624305725,0.9849933385848999
168,0.9852965474128723,8401,0.0488138422369957,0.9852965474128723
169,0.9885555505752563,8451,0.04855923354625702,0.9885555505752563
170,0.9889218807220459,8501,0.04743945226073265,0.9889218807220459
171,0.988985002040863,8551,0.047572605311870575,0.988985002040863
172,0.9880881905555725,8601,0.04668257758021355,0.9880881905555725
173,0.98683762550354,8651,0.04716435819864273,0.98683762550354
174,0.9837175607681274,8701,0.05560242384672165,0.9837175607681274
175,0.988227128982544,8751,0.04587250202894211,0.988227128982544
176,0.9872418642044067,8801,0.04622014984488487,0.9872418642044067
177,0.986711323261261,8851,0.046422041952610016,0.986711323261261
178,0.9825428128242493,8901,0.05027259513735771,0.9825428128242493
179,0.9847407341003418,8951,0.04764031618833542,0.9847407341003418
180,0.9888334274291992,9001,0.0467076376080513,0.9888334274291992
181,0.9864333868026733,9051,0.04538328945636749,0.9864333868026733
182,0.9890102744102478,9101,0.04532540962100029,0.9890102744102478
183,0.9890734553337097,9151,0.044060297310352325,0.9890734553337097
184,0.9883155226707458,9201,0.0463629812002182,0.9883155226707458
185,0.9874944686889648,9251,0.04765303432941437,0.9874944686889648
186,0.9869512915611267,9301,0.04366345331072807,0.9869512915611267
187,0.9875829219818115,9351,0.042797017842531204,0.9875829219818115
188,0.9771237373352051,9401,0.05463643744587898,0.9771237373352051
189,0.9886818528175354,9451,0.04337076470255852,0.9886818528175354
190,0.9882144927978516,9501,0.04204980283975601,0.9882144927978516
191,0.9859660267829895,9551,0.043516822159290314,0.9859660267829895
192,0.9892755746841431,9601,0.041530855000019073,0.9892755746841431
193,0.9892882108688354,9651,0.04340378940105438,0.9892882108688354
194,0.9890355467796326,9701,0.04262656345963478,0.9890355467796326
195,0.9871028661727905,9751,0.04188792407512665,0.9871028661727905
196,0.9836922883987427,9801,0.04520418494939804,0.9836922883987427
197,0.9856755137443542,9851,0.04313809797167778,0.9856755137443542
198,0.9892123937606812,9901,0.04053589329123497,0.9892123937606812
199,0.9821764826774597,9951,0.047907013446092606,0.9821764826774597
200,0.9860544204711914,10001,0.04249098524451256,0.9860544204711914
201,0.9878607988357544,10051,0.040860384702682495,0.9878607988357544
202,0.9858270883560181,10101,0.042132679373025894,0.9858270883560181
203,0.9883913397789001,10151,0.0432622916996479,0.9883913397789001
204,0.9873176217079163,10201,0.04482017457485199,0.9873176217079163
205,0.9871281385421753,10251,0.04077867045998573,0.9871281385421753
206,0.9818859100341797,10301,0.04671986773610115,0.9818859100341797
207,0.9882397651672363,10351,0.03936965763568878,0.9882397651672363
208,0.9832502007484436,10401,0.04419753700494766,0.9832502007484436
209,0.9856249690055847,10451,0.04161031171679497,0.9856249690055847
210,0.9875829219818115,10501,0.03982982784509659,0.9875829219818115
211,0.9898818731307983,10551,0.038048502057790756,0.9898818731307983
212,0.9859028458595276,10601,0.04070549085736275,0.9859028458595276
213,0.9898818731307983,10651,0.03803328424692154,0.9898818731307983
214,0.989970326423645,10701,0.03777305781841278,0.989970326423645
215,0.9735615253448486,10751,0.06596413999795914,0.9735615253448486
216,0.9862565398216248,10801,0.04601438716053963,0.9862565398216248
217,0.9882397651672363,10851,0.03797326982021332,0.9882397651672363
218,0.9902608394622803,10901,0.03789845108985901,0.9902608394622803
219,0.9886060953140259,10951,0.03758607432246208,0.9886060953140259
220,0.9905766248703003,11001,0.036759041249752045,0.9905766248703003
221,0.9884670972824097,11051,0.038174282759428024,0.9884670972824097
222,0.9908292889595032,11101,0.03685586526989937,0.9908292889595032
223,0.9908419251441956,11151,0.03644304350018501,0.9908419251441956
224,0.9906145334243774,11201,0.0363885872066021,0.9906145334243774
225,0.9891997575759888,11251,0.039880480617284775,0.9891997575759888
226,0.9892376661300659,11301,0.036435823887586594,0.9892376661300659
227,0.9862439036369324,11351,0.03927905112504959,0.9862439036369324
228,0.9673213958740234,11401,0.07266875356435776,0.9673213958740234
229,0.98623126745224,11451,0.039721738547086716,0.98623126745224
