,at_least_3_accuracy,global_step,loss,total_accuracy
0,0.49895474314689636,1,0.7035506963729858,0.49895474314689636
1,0.4989708364009857,51,0.6993528008460999,0.4989708364009857
2,0.4960762858390808,101,0.6949191689491272,0.4960762858390808
3,0.6012768149375916,151,0.6909058094024658,0.6012768149375916
4,0.5674267411231995,201,0.6872405409812927,0.5674267411231995
5,0.6495513319969177,251,0.684482216835022,0.6495513319969177
6,0.598736047744751,301,0.6796561479568481,0.598736047744751
7,0.5776380300521851,351,0.6746086478233337,0.5776380300521851
8,0.5785385966300964,401,0.6676863431930542,0.5785385966300964
9,0.5878010988235474,451,0.6584783792495728,0.5878010988235474
10,0.6480558514595032,501,0.6486890316009521,0.6480558514595032
11,0.688482940196991,551,0.6341058611869812,0.688482940196991
12,0.6926960945129395,601,0.6151131987571716,0.6926960945129395
13,0.7378831505775452,651,0.5924928784370422,0.7378831505775452
14,0.8337407112121582,701,0.5570691227912903,0.8337407112121582
15,0.857266902923584,751,0.5148673057556152,0.857266902923584
16,0.868298351764679,801,0.4774140417575836,0.868298351764679
17,0.867462158203125,851,0.4489184319972992,0.867462158203125
18,0.8558839559555054,901,0.4411777853965759,0.8558839559555054
19,0.8631042242050171,951,0.4143429398536682,0.8631042242050171
20,0.8720129728317261,1001,0.40455707907676697,0.8720129728317261
21,0.875454306602478,1051,0.3914964199066162,0.875454306602478
22,0.8715144991874695,1101,0.38257041573524475,0.8715144991874695
23,0.8746663331985474,1151,0.3740309476852417,0.8746663331985474
24,0.8768211603164673,1201,0.3721006214618683,0.8768211603164673
25,0.8786061406135559,1251,0.35981351137161255,0.8786061406135559
26,0.8764191269874573,1301,0.3545996844768524,0.8764191269874573
27,0.8769015669822693,1351,0.348752498626709,0.8769015669822693
28,0.884716808795929,1401,0.3403765857219696,0.884716808795929
29,0.8867751359939575,1451,0.33892878890037537,0.8867751359939575
30,0.8840736150741577,1501,0.32940003275871277,0.8840736150741577
31,0.8835268616676331,1551,0.32478541135787964,0.8835268616676331
32,0.8895410299301147,1601,0.32674697041511536,0.8895410299301147
33,0.891631543636322,1651,0.3147653639316559,0.891631543636322
34,0.87553471326828,1701,0.32270315289497375,0.87553471326828
35,0.8960537910461426,1751,0.30681395530700684,0.8960537910461426
36,0.8887531161308289,1801,0.30664509534835815,0.8887531161308289
37,0.8985945582389832,1851,0.30682486295700073,0.8985945582389832
38,0.8938989639282227,1901,0.29593509435653687,0.8938989639282227
39,0.9012157320976257,1951,0.29574549198150635,0.9012157320976257
40,0.9024860858917236,2001,0.28801819682121277,0.9024860858917236
41,0.8839771151542664,2051,0.2969916760921478,0.8839771151542664
42,0.9030489325523376,2101,0.2805805206298828,0.9030489325523376
43,0.9026790857315063,2151,0.27606073021888733,0.9026790857315063
44,0.8971955180168152,2201,0.2773779034614563,0.8971955180168152
45,0.904142439365387,2251,0.2702251076698303,0.904142439365387
46,0.9073585867881775,2301,0.2679363787174225,0.9073585867881775
47,0.9080178737640381,2351,0.26569992303848267,0.9080178737640381
48,0.9096259474754333,2401,0.2611047029495239,0.9096259474754333
49,0.9100279808044434,2451,0.2574703097343445,0.9100279808044434
50,0.9085485339164734,2501,0.26770466566085815,0.9085485339164734
51,0.9075998067855835,2551,0.2534775733947754,0.9075998067855835
52,0.9080339670181274,2601,0.2654159963130951,0.9080339670181274
53,0.9142090082168579,2651,0.24945712089538574,0.9142090082168579
54,0.9135818481445312,2701,0.2504481375217438,0.9135818481445312
55,0.9143215417861938,2751,0.24191418290138245,0.9143215417861938
56,0.9178271889686584,2801,0.2389255166053772,0.9178271889686584
57,0.9135496616363525,2851,0.23973287642002106,0.9135496616363525
58,0.9161065220832825,2901,0.24418100714683533,0.9161065220832825
59,0.9075194001197815,2951,0.24190309643745422,0.9075194001197815
60,0.9209146499633789,3001,0.22920523583889008,0.9209146499633789
61,0.9223619699478149,3051,0.2280944436788559,0.9223619699478149
62,0.9226031303405762,3101,0.228046253323555,0.9226031303405762
63,0.9217669367790222,3151,0.22331281006336212,0.9217669367790222
64,0.9250634908676147,3201,0.2202051877975464,0.9250634908676147
65,0.9247419238090515,3251,0.21841007471084595,0.9247419238090515
66,0.9185990691184998,3301,0.22224557399749756,0.9185990691184998
67,0.9176341891288757,3351,0.22730903327465057,0.9176341891288757
68,0.9239057302474976,3401,0.21413977444171906,0.9239057302474976
69,0.9249670505523682,3451,0.21060751378536224,0.9249670505523682
70,0.9269771575927734,3501,0.20855511724948883,0.9269771575927734
71,0.9259640574455261,3551,0.20764890313148499,0.9259640574455261
72,0.9171517491340637,3601,0.22023054957389832,0.9171517491340637
73,0.9284565448760986,3651,0.20380590856075287,0.9284565448760986
74,0.927314817905426,3701,0.20261932909488678,0.927314817905426
75,0.9272183179855347,3751,0.20309019088745117,0.9272183179855347
76,0.9286012649536133,3801,0.2033269852399826,0.9286012649536133
77,0.9279741644859314,3851,0.19910229742527008,0.9279741644859314
78,0.929952085018158,3901,0.19621115922927856,0.929952085018158
79,0.9321873188018799,3951,0.19353227317333221,0.9321873188018799
80,0.9329591989517212,4001,0.1945696920156479,0.9329591989517212
81,0.9342295527458191,4051,0.190171018242836,0.9342295527458191
82,0.9353230595588684,4101,0.18917316198349,0.9353230595588684
83,0.9332486391067505,4151,0.19359350204467773,0.9332486391067505
84,0.9330235123634338,4201,0.1876603215932846,0.9330235123634338
85,0.936223566532135,4251,0.1849704086780548,0.936223566532135
86,0.936706006526947,4301,0.1831938475370407,0.936706006526947
87,0.937268853187561,4351,0.18407374620437622,0.937268853187561
88,0.9363682866096497,4401,0.18070589005947113,0.9363682866096497
89,0.9375582933425903,4451,0.17956213653087616,0.9375582933425903
90,0.9316083788871765,4501,0.18358172476291656,0.9316083788871765
91,0.9361592531204224,4551,0.17854587733745575,0.9361592531204224
92,0.936786413192749,4601,0.18077489733695984,0.936786413192749
93,0.9387643337249756,4651,0.17485176026821136,0.9387643337249756
94,0.9323802590370178,4701,0.18160349130630493,0.9323802590370178
95,0.9380889534950256,4751,0.1797715574502945,0.9380889534950256
96,0.9394719004631042,4801,0.17866836488246918,0.9394719004631042
97,0.9437172412872314,4851,0.1709718555212021,0.9437172412872314
98,0.9445052146911621,4901,0.1686505228281021,0.9445052146911621
