,NN-based_accuracy,global_step,loss,total_accuracy
0,0.5004490613937378,1,0.7106401920318604,0.5004490613937378
1,0.5003331899642944,51,0.7025430202484131,0.5003331899642944
2,0.4825298488140106,101,0.6937202215194702,0.4825298488140106
3,0.6564781665802002,151,0.6872493624687195,0.6564781665802002
4,0.642368733882904,201,0.6792885661125183,0.642368733882904
5,0.6325327157974243,251,0.6712374687194824,0.6325327157974243
6,0.6164677143096924,301,0.6620761752128601,0.6164677143096924
7,0.656188428401947,351,0.651558518409729,0.656188428401947
8,0.7600387930870056,401,0.6378600597381592,0.7600387930870056
9,0.7422499656677246,451,0.6198018789291382,0.7422499656677246
10,0.7991800904273987,501,0.5983386039733887,0.7991800904273987
11,0.815824568271637,551,0.5730680227279663,0.815824568271637
12,0.8554293513298035,601,0.5413199067115784,0.8554293513298035
13,0.859355092048645,651,0.5135133266448975,0.859355092048645
14,0.8602532148361206,701,0.484133780002594,0.8602532148361206
15,0.8517354130744934,751,0.4666304588317871,0.8517354130744934
16,0.8614121079444885,801,0.44121477007865906,0.8614121079444885
17,0.857167661190033,851,0.4263012707233429,0.857167661190033
18,0.8691042065620422,901,0.40559709072113037,0.8691042065620422
19,0.8727691769599915,951,0.3911486566066742,0.8727691769599915
20,0.8737397193908691,1001,0.3788694143295288,0.8737397193908691
21,0.8805191516876221,1051,0.36658337712287903,0.8805191516876221
22,0.8831556439399719,1101,0.35455751419067383,0.8831556439399719
23,0.8840972185134888,1151,0.35045698285102844,0.8840972185134888
24,0.8834453821182251,1201,0.34195318818092346,0.8834453821182251
25,0.8938173651695251,1251,0.3263193666934967,0.8938173651695251
26,0.8959468007087708,1301,0.3181082606315613,0.8959468007087708
27,0.896946370601654,1351,0.3093954622745514,0.896946370601654
28,0.8968883752822876,1401,0.3049095869064331,0.8968883752822876
29,0.9055510759353638,1451,0.2923104465007782,0.9055510759353638
30,0.9043487310409546,1501,0.28662243485450745,0.9043487310409546
31,0.9067679047584534,1551,0.2795383334159851,0.9067679047584534
32,0.910403847694397,1601,0.27224287390708923,0.910403847694397
33,0.9127071499824524,1651,0.26638898253440857,0.9127071499824524
34,0.9151263236999512,1701,0.2599591314792633,0.9151263236999512
35,0.9192258715629578,1751,0.2551000714302063,0.9192258715629578
36,0.9172267913818359,1801,0.25051847100257874,0.9172267913818359
37,0.9127650856971741,1851,0.25127461552619934,0.9127650856971741
38,0.9243394136428833,1901,0.24004854261875153,0.9243394136428833
39,0.9253244996070862,1951,0.2355264276266098,0.9253244996070862
40,0.9234123229980469,2001,0.23825812339782715,0.9234123229980469
41,0.9342623949050903,2051,0.22510592639446259,0.9342623949050903
42,0.9371306300163269,2101,0.22053194046020508,0.9371306300163269
