,first_3_accuracy,global_step,loss,total_accuracy
0,0.5225195288658142,2,0.6895707845687866,0.5225195288658142
1,0.5298990607261658,52,0.6875392198562622,0.5298990607261658
2,0.5351837873458862,102,0.6852931976318359,0.5351837873458862
3,0.5358979105949402,152,0.6828084588050842,0.5358979105949402
4,0.5826033353805542,202,0.6793667078018188,0.5826033353805542
5,0.5704151391983032,252,0.6745420098304749,0.5704151391983032
6,0.5930774807929993,302,0.6673784852027893,0.5930774807929993
7,0.673062264919281,352,0.6547759175300598,0.673062264919281
8,0.667015790939331,402,0.6361135244369507,0.667015790939331
9,0.8213197588920593,452,0.6019715070724487,0.8213197588920593
10,0.840411365032196,502,0.5528789758682251,0.840411365032196
11,0.862978458404541,552,0.49164095520973206,0.862978458404541
12,0.8800704479217529,602,0.4328401982784271,0.8800704479217529
13,0.8906874656677246,652,0.3873717188835144,0.8906874656677246
14,0.9028756618499756,702,0.3540467619895935,0.9028756618499756
15,0.9060178995132446,752,0.3282395303249359,0.9060178995132446
16,0.9123976230621338,802,0.3098245859146118,0.9123976230621338
17,0.9149209856987,852,0.29584240913391113,0.9149209856987
18,0.9221100807189941,902,0.280547171831131,0.9221100807189941
19,0.91653972864151,952,0.28050464391708374,0.91653972864151
20,0.9268234372138977,1002,0.26316049695014954,0.9268234372138977
21,0.9342982172966003,1052,0.24843454360961914,0.9342982172966003
22,0.9308227300643921,1102,0.2510785162448883,0.9308227300643921
23,0.9373928904533386,1152,0.23640520870685577,0.9373928904533386
24,0.927251935005188,1202,0.244802787899971,0.927251935005188
25,0.9388211965560913,1252,0.22558356821537018,0.9388211965560913
26,0.9405351281166077,1302,0.22098812460899353,0.9405351281166077
27,0.9384878873825073,1352,0.22867174446582794,0.9384878873825073
28,0.9422966837882996,1402,0.21272510290145874,0.9422966837882996
29,0.9331555962562561,1452,0.22439412772655487,0.9331555962562561
30,0.9331555962562561,1502,0.22307652235031128,0.9331555962562561
31,0.9344886541366577,1552,0.22716158628463745,0.9344886541366577
32,0.941058874130249,1602,0.20971602201461792,0.941058874130249
33,0.9389640092849731,1652,0.21471886336803436,0.9389640092849731
34,0.9402018785476685,1702,0.20582617819309235,0.9402018785476685
35,0.9443439245223999,1752,0.19899383187294006,0.9443439245223999
36,0.9446772336959839,1802,0.19782517850399017,0.9446772336959839
37,0.9446772336959839,1852,0.19534523785114288,0.9446772336959839
38,0.9452009201049805,1902,0.19412556290626526,0.9452009201049805
39,0.945724606513977,1952,0.1924182027578354,0.945724606513977
40,0.9252523183822632,2002,0.2392784208059311,0.9252523183822632
41,0.926442563533783,2052,0.2276603877544403,0.926442563533783
42,0.9426299929618835,2102,0.19680911302566528,0.9426299929618835
43,0.9377737641334534,2152,0.20108874142169952,0.9377737641334534
44,0.9457722306251526,2202,0.1855001449584961,0.9457722306251526
45,0.9352028369903564,2252,0.2090427279472351,0.9352028369903564
46,0.9427728056907654,2302,0.18838569521903992,0.9427728056907654
47,0.9458198547363281,2352,0.18236921727657318,0.9458198547363281
48,0.9462483525276184,2402,0.18058985471725464,0.9462483525276184
49,0.9438202381134033,2452,0.1850641667842865,0.9438202381134033
50,0.9460102915763855,2502,0.1783214807510376,0.9460102915763855
51,0.9467244148254395,2552,0.17779645323753357,0.9467244148254395
52,0.941772997379303,2602,0.19285112619400024,0.941772997379303
53,0.9471052885055542,2652,0.17885926365852356,0.9471052885055542
54,0.946772038936615,2702,0.17800059914588928,0.946772038936615
55,0.9421538710594177,2752,0.19028843939304352,0.9421538710594177
56,0.9487240314483643,2802,0.17448730766773224,0.9487240314483643
57,0.9475337862968445,2852,0.17444323003292084,0.9475337862968445
58,0.9483431577682495,2902,0.17312446236610413,0.9483431577682495
59,0.9493429660797119,2952,0.1701192855834961,0.9493429660797119
60,0.9485335946083069,3002,0.1713869273662567,0.9485335946083069
61,0.9504380226135254,3052,0.16680234670639038,0.9504380226135254
62,0.9495810270309448,3102,0.16807234287261963,0.9495810270309448
63,0.9484860301017761,3152,0.17134122550487518,0.9484860301017761
64,0.9500571489334106,3202,0.16631895303726196,0.9500571489334106
65,0.9509140849113464,3252,0.1638314127922058,0.9509140849113464
66,0.9510093331336975,3302,0.16249585151672363,0.9510093331336975
67,0.9503427743911743,3352,0.16182269155979156,0.9503427743911743
68,0.950247585773468,3402,0.1633128523826599,0.950247585773468
69,0.9504380226135254,3452,0.16264395415782928,0.9504380226135254
70,0.9511045217514038,3502,0.16100940108299255,0.9511045217514038
71,0.9482003450393677,3552,0.16776899993419647,0.9482003450393677
72,0.9512473940849304,3602,0.16230972111225128,0.9512473940849304
73,0.9543896317481995,3652,0.1543775349855423,0.9543896317481995
74,0.9546276926994324,3702,0.15310440957546234,0.9546276926994324
75,0.9559131860733032,3752,0.14932836592197418,0.9559131860733032
76,0.9543420076370239,3802,0.1492748260498047,0.9543420076370239
77,0.955960750579834,3852,0.14595694839954376,0.955960750579834
78,0.9531517624855042,3902,0.14792658388614655,0.9531517624855042
79,0.9567225575447083,3952,0.14551003277301788,0.9567225575447083
80,0.9556751251220703,4002,0.1467752754688263,0.9556751251220703
81,0.9561988115310669,4052,0.14490188658237457,0.9561988115310669
82,0.9574843049049377,4102,0.1410512626171112,0.9574843049049377
83,0.9502952098846436,4152,0.1498364508152008,0.9502952098846436
84,0.9565796852111816,4202,0.13740113377571106,0.9565796852111816
85,0.9511997699737549,4252,0.14595530927181244,0.9511997699737549
86,0.9588173627853394,4302,0.1343221664428711,0.9588173627853394
87,0.957817554473877,4352,0.13185106217861176,0.957817554473877
88,0.9575318694114685,4402,0.1358054280281067,0.9575318694114685
89,0.9591982364654541,4452,0.12883970141410828,0.9591982364654541
90,0.9556275010108948,4502,0.1472143828868866,0.9556275010108948
91,0.9530089497566223,4552,0.13966326415538788,0.9530089497566223
92,0.9617215991020203,4602,0.1284789741039276,0.9617215991020203
93,0.962102472782135,4652,0.12484315037727356,0.962102472782135
94,0.9552942514419556,4702,0.14950399100780487,0.9552942514419556
95,0.9630070328712463,4752,0.12272362411022186,0.9630070328712463
96,0.9635783433914185,4802,0.1237243115901947,0.9635783433914185
97,0.9642449021339417,4852,0.11926493048667908,0.9642449021339417
98,0.956770122051239,4902,0.14604882895946503,0.956770122051239
99,0.9466768503189087,4952,0.14648398756980896,0.9466768503189087
100,0.9266330003738403,5002,0.1776571124792099,0.9266330003738403
101,0.9582460522651672,5052,0.14156125485897064,0.9582460522651672
102,0.9658160209655762,5102,0.11100931465625763,0.9658160209655762
103,0.9653399586677551,5152,0.11785386502742767,0.9653399586677551
104,0.9639116525650024,5202,0.11354029923677444,0.9639116525650024
105,0.9658160209655762,5252,0.11053242534399033,0.9658160209655762
106,0.9673395752906799,5302,0.10833136737346649,0.9673395752906799
107,0.9675775766372681,5352,0.10628900676965714,0.9675775766372681
108,0.9659588932991028,5402,0.11717038601636887,0.9659588932991028
109,0.9642449021339417,5452,0.1101197600364685,0.9642449021339417
110,0.9685298204421997,5502,0.10262439399957657,0.9685298204421997
111,0.968625009059906,5552,0.10391471534967422,0.968625009059906
112,0.9707198739051819,5602,0.10209126770496368,0.9707198739051819
113,0.9701961278915405,5652,0.10078930109739304,0.9701961278915405
114,0.9714339971542358,5702,0.10334057360887527,0.9714339971542358
115,0.9666253924369812,5752,0.10662315040826797,0.9666253924369812
116,0.9714816212654114,5802,0.09873557090759277,0.9714816212654114
117,0.9709103107452393,5852,0.10095877945423126,0.9709103107452393
118,0.9718624949455261,5902,0.0967361181974411,0.9718624949455261
